Search Query,Clicks,Impressions,CTR,Average Position,Query_Modified,CLUSTERS,SUB_CLUSTERS
nest smoke alarm wired installation,0,1,0.0000,86.0,nest smoke alarm wired installation,3,1
nest smoke alarms,0,1,0.0000,150.0,nest smoke alarms,3,1
nest smoke co,0,2,0.0000,57.0,nest smoke co,3,1
nest smoke detector,0,1,0.0000,140.0,nest smoke detector,3,1
nest smoke detector app,0,13,0.0000,70.0,nest smoke detector app,3,1
nest smoke detector canada,0,21,0.0000,36.0,nest smoke detector canada,3,1
nest smoke detector rebate,0,2,0.0000,67.0,nest smoke detector rebate,3,1
nest smoke detector wired,0,15,0.0000,90.0,nest smoke detector wired,3,1
nest smoke false alarm,0,3,0.0000,90.0,nest smoke false alarm,3,1
nest smoke wired,0,2,0.0000,47.0,nest smoke wired,3,1
nest stainless steel,0,5,0.0000,10.0,nest stainless steel,3,1
nest thermostat and camera,0,4,0.0000,58.0,nest thermostat camera,3,1
nest thermostat and smoke alarm,0,10,0.0000,80.0,nest thermostat smoke alarm,3,1
nest thermostat camera,0,9,0.0000,64.0,nest thermostat camera,3,1
nest thermostat help number,0,2,0.0000,38.0,nest thermostat help number,3,1
nest thermostat packaging,0,18,0.0000,73.0,nest thermostat packaging,3,1
nest thermostat stainless steel,0,3,0.0000,63.0,nest thermostat stainless steel,3,1
nest thermostat with camera,0,6,0.0000,59.0,nest thermostat camera,3,1
nest water bottle,0,1,0.0000,74.0,nest water bottle,3,0
nest window decal,0,1,0.0000,17.0,nest window decal,3,1
nest wired camera,0,3,0.0000,44.0,nest wired camera,3,1
nest wired smoke alarm,0,7,0.0000,79.0,nest wired smoke alarm,3,1
nest® learning thermostat 3rd gen-usa - stainless steel,0,12,0.0000,9.1,nest learning thermostat rd gen usa stainless steel,3,0
never bored maze pen set,0,1,0.0000,8.0,never bored maze pen set,3,1
newborn baby gifts,0,7,0.0000,11.0,newborn baby gifts,3,1
newborn baby sticker,0,1,0.0000,77.0,newborn baby sticker,3,1
next smoke alarm,0,2,0.0000,87.0,next smoke alarm,3,1
ninja car sticker,0,2,0.0000,37.0,ninja car sticker,3,1
no baby on board sticker,0,2,0.0000,69.0,baby board sticker,3,1
no cell phone sticker,0,1,0.0000,78.0,cell phone sticker,3,1
no cell phone stickers,0,1,0.0000,59.0,cell phone stickers,3,1
no more bags,0,1,0.0000,1.0,bags,3,1
not of this world car decals,0,2,0.0000,78.0,world car decals,3,1
notebook bag brands,0,3,0.0000,44.0,notebook bag brands,3,1
notebook black paper,0,1,0.0000,51.0,notebook black paper,3,1
notebook bottle,0,1,0.0000,84.0,notebook bottle,3,1
notebook carry bag,0,6,0.0000,91.0,notebook carry bag,3,1
notebook carry bags,0,3,0.0000,64.0,notebook carry bags,3,1
notebook carrying bag,0,3,0.0000,79.0,notebook carrying bag,3,1
notebook laptop bag,0,23,0.0000,93.0,notebook laptop bag,3,1
notebook laptop bags,0,3,0.0000,97.0,notebook laptop bags,3,1
notebook laptop sleeve,0,2,0.0000,89.0,notebook laptop sleeve,3,1
notebook leather,0,1,0.0000,150.0,notebook leather,3,1
notebook messenger bags,0,1,0.0000,100.0,notebook messenger bags,3,1
notebook paper price,0,3,0.0000,70.0,notebook paper price,3,1
notebook recycled,0,1,0.0000,100.0,notebook recycled,3,1
notebook shoulder bag,0,3,0.0000,92.0,notebook shoulder bag,3,1
notebook stickers,0,21,0.0000,76.0,notebook stickers,3,1
notebook tote bag,0,1,0.0000,62.0,notebook tote bag,3,1
notebook water bottle,0,1,0.0000,92.0,notebook water bottle,3,0
notebook with black paper,0,1,0.0000,80.0,notebook black paper,3,1
notebooks and journals spiral bound,0,1,0.0000,74.0,notebooks journals spiral bound,3,1
notebooks bags,0,1,0.0000,58.0,notebooks bags,3,1
notebooks buy,0,11,0.0000,49.0,notebooks buy,3,1
notebooks paper,0,1,0.0000,80.0,notebooks paper,3,1
nylon kids,0,1,0.0000,150.0,nylon kids,3,1
nylon sports bag,0,1,0.0000,160.0,nylon sports bag,3,1
office glass stickers,0,1,0.0000,71.0,office glass stickers,3,1
office window stickers,0,2,0.0000,97.0,office window stickers,3,1
ok google bags,0,1,0.0000,1.0,ok google bags,3,1
ok google ball cap,0,48,0.0000,7.5,ok google ball cap,3,1
ok google water bottle,0,67,0.0000,5.9,ok google water bottle,3,0
on board car stickers,0,1,0.0000,41.0,board car stickers,3,1
oneplus messenger bag,0,1,0.0000,97.0,messenger bag,3,1
onesie baby clothes,0,38,0.0000,50.0,onesie baby clothes,3,1
onesies baby clothes,0,4,0.0000,64.0,onesies baby clothes,3,1
onesies brand baby clothes,0,2,0.0000,58.0,onesies brand baby clothes,3,1
online laptop stickers,0,3,0.0000,47.0,online laptop stickers,3,1
online water bottle shopping,0,2,0.0000,98.0,online water bottle shop,3,0
only logo shopping bag,0,2,0.0000,84.0,logo shop bag,3,1
order laptop stickers,0,4,0.0000,19.0,order laptop stickers,3,1
order small stickers,0,1,0.0000,47.0,order small stickers,3,1
order water bottles,0,1,0.0000,19.0,order water bottles,3,0
original car decals,0,2,0.0000,51.0,original car decals,3,1
original car window sticker,0,17,0.0000,93.0,original car window sticker,3,1
original car window stickers,0,4,0.0000,76.0,original car window stickers,3,1
original window sticker,0,4,0.0000,68.0,original window sticker,3,1
original window stickers for cars,0,1,0.0000,96.0,original window stickers cars,3,1
oz bottle,0,5,0.0000,82.0,oz bottle,3,0
pack and play accessories,0,1,0.0000,99.0,pack play accessories,3,1
pack of green pens,0,3,0.0000,59.0,pack green pens,3,1
pack the bag android,0,2,0.0000,9.5,pack bag android,3,1
packable bag,0,25,0.0000,51.0,pack able bag,3,1
packable bags,0,40,0.0000,45.0,pack able bags,3,1
packable carry on bag,0,2,0.0000,80.0,pack able carry bag,3,1
packable cinch sack,0,1,0.0000,45.0,pack able cinch sack,3,1
packable grocery bags,0,1,0.0000,90.0,pack able grocery bags,3,1
packable handbag,0,1,0.0000,62.0,pack able handbag,3,1
packable laptop bag,0,12,0.0000,42.0,pack able laptop bag,3,1
packable luggage,0,1,0.0000,96.0,pack able luggage,3,1
packable messenger bag,0,25,0.0000,45.0,pack able messenger bag,3,1
packable purse,0,9,0.0000,76.0,pack able purse,3,1
packable rucksack,0,1,0.0000,72.0,pack able rucksack,3,1
packable shopping bag,0,8,0.0000,71.0,pack able shop bag,3,1
packable shopping bags,0,7,0.0000,45.0,pack able shop bags,3,1
packable shopping tote,0,4,0.0000,36.0,pack able shop tote,3,1
packable suitcase,0,2,0.0000,74.0,pack able suitcase,3,1
packable tote,0,1,0.0000,90.0,pack able tote,3,1
packable tote backpack,0,4,0.0000,60.0,pack able tote backpack,3,1
packable tote bags,0,12,0.0000,72.0,pack able tote bags,3,1
packable totes,0,1,0.0000,60.0,pack able totes,3,1
padded laptop backpack,0,1,0.0000,96.0,padded laptop backpack,3,1
pads skid quantity,0,3,0.0000,97.0,pads skid quantity,3,1
pafilis bags,0,11,0.0000,8.9,bags,3,1
paper cup hoodie amazon,0,1,0.0000,45.0,paper cup hoodie amazon,3,1
paper for notebooks,0,5,0.0000,87.0,paper notebooks,3,1
paper journals notebooks,0,4,0.0000,59.0,paper journals notebooks,3,1
paper notebooks,0,16,0.0000,91.0,paper notebooks,3,1
para bags,0,7,0.0000,6.6,para bags,3,1
pc window decals,0,6,0.0000,66.0,pc window decals,3,1
pen + gear notebooks,0,2,0.0000,58.0,pen gear notebooks,3,1
pen + gear sketch diary,0,1,0.0000,32.0,pen gear sketch diary,3,1
pen android oreo low,0,1,0.0000,20.0,pen android oreo low,3,1
pen clothes,0,1,0.0000,5.0,pen clothes,3,1
pen flashlight stylus,0,43,0.0000,61.0,pen flashlight stylus,3,1
pen gear notebooks,0,1,0.0000,88.0,pen gear notebooks,3,1
pen light stylus,0,62,0.0000,25.0,pen light stylus,3,1
pen like stylus,0,1,0.0000,91.0,pen like stylus,3,1
pen stylus flashlight,0,56,0.0000,74.0,pen stylus flashlight,3,1
pen stylus light,0,47,0.0000,16.0,pen stylus light,3,1
pen that lights up when you write,0,8,0.0000,34.0,pen lights write,3,1
pen to write on metal,0,1,0.0000,100.0,pen write metal,3,1
pen with light and stylus,0,44,0.0000,24.0,pen light stylus,3,1
pen with light in tip,0,3,0.0000,65.0,pen light tip,3,1
pen with light up tip,0,6,0.0000,53.0,pen light tip,3,1
pen with stylus and light,0,6,0.0000,28.0,pen stylus light,3,1
pen+gear brand,0,1,0.0000,52.0,pen gear brand,3,1
pen+gear notebooks,0,2,0.0000,78.0,pen gear notebooks,3,1
pens and pencils for office,0,22,0.0000,82.0,pens pencils office,3,1
pens fine point,0,1,0.0000,89.0,pens fine point,3,1
pens for taking notes,0,1,0.0000,170.0,pens taking notes,3,1
pens gear store,0,1,0.0000,57.0,pens gear store,3,1
pens that light up,0,88,0.0000,33.0,pens light,3,1
pens that light up when you write,0,11,0.0000,37.0,pens light write,3,1
pens that write on metal,0,1,0.0000,97.0,pens write metal,3,1
pens to buy,0,1,0.0000,95.0,pens buy,3,1
pens with flashlight and stylus,0,6,0.0000,31.0,pens flashlight stylus,3,1
pens with led light,0,1,0.0000,24.0,pens led light,3,1
pens with led lights,0,37,0.0000,40.0,pens led lights,3,1
pens with light,0,33,0.0000,42.0,pens light,3,1
pens with lights,0,56,0.0000,73.0,pens lights,3,1
pens with lights and stylus,0,2,0.0000,31.0,pens lights stylus,3,1
pens with stylus and light,0,5,0.0000,32.0,pens stylus light,3,1
pens writing instruments,0,2,0.0000,66.0,pens writing instruments,3,1
perfect bags,0,6,0.0000,68.0,perfect bags,3,1
perfect bottle thermal,0,5,0.0000,42.0,perfect bottle thermal,3,0
phone decal stickers,0,1,0.0000,41.0,phone decal stickers,3,1
phone decals stickers,0,1,0.0000,41.0,phone decals stickers,3,1
pictures of water bottles,0,1,0.0000,1.0,pictures water bottles,3,0
places to buy messenger bags,0,1,0.0000,97.0,places buy messenger bags,3,1
places to get book bags,0,1,0.0000,74.0,places get book bags,3,1
plain clothes,0,5,0.0000,6.8,plain clothes,3,1
plastic bottle,0,6,0.0000,6.2,plastic bottle,3,0
please use post box sticker,0,1,0.0000,67.0,please use post box sticker,3,1
po box requirements to get one,0,3,0.0000,150.0,po box requirements get one,3,1
po boxes cost,0,1,0.0000,81.0,po boxes cost,3,1
po boxes prices,0,1,0.0000,93.0,po boxes prices,3,1
popular backpack brands,0,2,0.0000,200.0,popular backpack brands,3,1
popular book bags,0,1,0.0000,77.0,popular book bags,3,1
popular stickers for laptops,0,3,0.0000,60.0,popular stickers laptops,3,1
pouch cloth,0,3,0.0000,8.7,pouch cloth,3,1
precious cargo on board,0,9,0.0000,37.0,precious cargo board,3,1
precious cargo sign,0,1,0.0000,17.0,precious cargo sign,3,1
pride car decals,0,1,0.0000,87.0,pride car decals,3,1
pride laptop stickers,0,1,0.0000,12.0,pride laptop stickers,3,1
printable sticker sheets,0,12,0.0000,95.0,printable sticker sheets,3,1
printed backpacks online,0,1,0.0000,130.0,printed backpacks online,3,1
printed bag shop,0,3,0.0000,86.0,printed bag shop,3,1
printed book bags,0,3,0.0000,86.0,printed book bags,3,1
printed laptop case,0,7,0.0000,92.0,printed laptop case,3,1
printed merchandise bags,0,2,0.0000,94.0,printed merchandise bags,3,1
printed mesh backpack,0,2,0.0000,61.0,printed mesh backpack,3,1
printed mesh backpacks,0,1,0.0000,100.0,printed mesh backpacks,3,1
privacy sticker laptop,0,1,0.0000,67.0,privacy sticker laptop,3,1
product bags,0,104,0.0000,65.0,product bags,3,1
programmer laptop stickers,0,3,0.0000,88.0,programmer laptop stickers,3,1
pure drinkware,0,3,0.0000,76.0,pure drink ware,3,0
purple baby gear,0,5,0.0000,59.0,purple baby gear,3,1
purple infant clothes,0,5,0.0000,51.0,purple infant clothes,3,1
purple tricycle for kids,0,1,0.0000,98.0,purple tricycle kids,3,1
purse book bag,0,3,0.0000,85.0,purse book bag,3,1
purse flashlight,0,2,0.0000,54.0,purse flashlight,3,1
purse laptop bags,0,1,0.0000,95.0,purse laptop bags,3,1
recycled book journals,0,1,0.0000,70.0,recycled book journals,3,1
recycled notebook,0,28,0.0000,82.0,recycled notebook,3,1
recycled notebook paper,0,3,0.0000,57.0,recycled notebook paper,3,1
recycled notebooks,0,51,0.0000,72.0,recycled notebooks,3,1
recycled paper journals,0,1,0.0000,80.0,recycled paper journals,3,1
red and black water bottle,0,1,0.0000,91.0,red black water bottle,3,0
red book bag,0,4,0.0000,60.0,red book bag,3,1
red bottle,0,1,0.0000,72.0,red bottle,3,0
red canvas backpack,0,5,0.0000,72.0,red canvas backpack,3,1
red canvas messenger bag,0,2,0.0000,90.0,red canvas messenger bag,3,1
red computer bag,0,1,0.0000,51.0,red computer bag,3,1
red computer bags,0,1,0.0000,85.0,red computer bags,3,1
red drinkware,0,49,0.0000,64.0,red drink ware,3,0
red glass water bottle,0,1,0.0000,37.0,red glass water bottle,3,0
red hat store cool stuff,0,1,0.0000,80.0,red hat store cool stuff,3,0
red insulated water bottle,0,1,0.0000,71.0,red insulated water bottle,3,0
red laptop backpacks,0,4,0.0000,92.0,red laptop backpacks,3,1
red mesh backpack,0,1,0.0000,65.0,red mesh backpack,3,1
red mesh bags,0,7,0.0000,39.0,red mesh bags,3,1
red metal water bottle,0,5,0.0000,92.0,red metal water bottle,3,0
red shopping bag,0,1,0.0000,75.0,red shop bag,3,1
red swell bottle,0,4,0.0000,70.0,red swell bottle,3,0
red swell water bottle,0,1,0.0000,83.0,red swell water bottle,3,0
red travel mug,0,2,0.0000,95.0,red travel mug,3,1
red water bottle,0,6,0.0000,86.0,red water bottle,3,0
red water bottles,0,86,0.0000,57.0,red water bottles,3,0
redesign bag,0,4,0.0000,11.0,redesign bag,3,1
removable car decals,0,35,0.0000,87.0,removable car decals,3,1
removable car stickers,0,3,0.0000,74.0,removable car stickers,3,1
removable computer stickers,0,1,0.0000,10.0,removable computer stickers,3,1
removable decal stickers,0,1,0.0000,44.0,removable decal stickers,3,1
removable decals for laptops,0,4,0.0000,40.0,removable decals laptops,3,1
removable dot stickers,0,5,0.0000,55.0,removable dot stickers,3,1
removable laptop decals,0,8,0.0000,20.0,removable laptop decals,3,1
removable laptop stickers,0,15,0.0000,28.0,removable laptop stickers,3,1
removable map stickers,0,1,0.0000,96.0,removable map stickers,3,1
removable price stickers,0,3,0.0000,42.0,removable price stickers,3,1
removable sticker,0,37,0.0000,35.0,removable sticker,3,1
removable stickers,0,604,0.0000,43.0,removable stickers,3,1
removable stickers for cars,0,4,0.0000,77.0,removable stickers cars,3,1
removable stickers for glass,0,4,0.0000,80.0,removable stickers glass,3,1
removable stickers for laptops,0,14,0.0000,38.0,removable stickers laptops,3,1
removable stickers for walls,0,1,0.0000,82.0,removable stickers walls,3,1
removable vinyl window decals,0,2,0.0000,99.0,removable vinyl window decals,3,1
removable window clings,0,3,0.0000,86.0,removable window clings,3,1
removable window decals,0,59,0.0000,73.0,removable window decals,3,1
removable window stickers,0,19,0.0000,61.0,removable window stickers,3,1
riding bikes on sidewalks,0,1,0.0000,8.0,riding bikes sidewalks,3,1
ring a bottle,0,1,0.0000,23.0,ring bottle,3,1
ring bottle,0,9,0.0000,15.0,ring bottle,3,1
roll top back pack,0,21,0.0000,29.0,roll top back pack,3,1
roll top backpack canvas,0,3,0.0000,94.0,roll top backpack canvas,3,1
roll top backpack laptop,0,1,0.0000,97.0,roll top backpack laptop,3,1
roll top backpacks,0,10,0.0000,80.0,roll top backpacks,3,1
roll top bag,0,2,0.0000,67.0,roll top bag,3,1
roll top bags,0,1,0.0000,100.0,roll top bags,3,1
roll top canvas backpack,0,19,0.0000,88.0,roll top canvas backpack,3,1
roll top canvas bag,0,3,0.0000,47.0,roll top canvas bag,3,1
roll top closure backpacks,0,1,0.0000,86.0,roll top closure backpacks,3,1
roll top material,0,2,0.0000,86.0,roll top material,3,1
roll top messenger backpack,0,57,0.0000,81.0,roll top messenger backpack,3,1
roll top messenger bag,0,2,0.0000,85.0,roll top messenger bag,3,1
roll top rucksack,0,3,0.0000,97.0,roll top rucksack,3,1
roll-top backpack,0,4,0.0000,1.0,roll top backpack,3,1
rolltop backpack black,0,1,0.0000,94.0,rolltop backpack black,3,1
rolltop laptop backpack,0,2,0.0000,85.0,rolltop laptop backpack,3,1
rolltop messenger bag,0,2,0.0000,89.0,rolltop messenger bag,3,1
round drinking flask,0,1,0.0000,99.0,round drinking flask,3,0
round glass bottles,0,1,0.0000,94.0,round glass bottles,3,0
round water bottle,0,6,0.0000,76.0,round water bottle,3,0
round water bottles,0,14,0.0000,32.0,round water bottles,3,0
round water canteen,0,4,0.0000,70.0,round water canteen,3,0
round water flask,0,2,0.0000,37.0,round water flask,3,0
rucksack backpacks,0,2,0.0000,94.0,rucksack backpacks,3,1
rucksack bag,0,9,0.0000,73.0,rucksack bag,3,1
rucksack bags,0,22,0.0000,65.0,rucksack bags,3,1
rucksack bags brands,0,13,0.0000,57.0,rucksack bags brands,3,1
rucksack bags online,0,2,0.0000,92.0,rucksack bags online,3,1
rucksack canvas bag,0,6,0.0000,34.0,rucksack canvas bag,3,1
rucksack cover bag,0,2,0.0000,87.0,rucksack cover bag,3,1
rucksack duffle bag,0,2,0.0000,65.0,rucksack duffle bag,3,1
rucksack for laptop,0,3,0.0000,93.0,rucksack laptop,3,1
rucksack laptop,0,21,0.0000,68.0,rucksack laptop,3,1
rucksack laptop bag,0,190,0.0000,54.0,rucksack laptop bag,3,1
rucksack messenger bag,0,3,0.0000,78.0,rucksack messenger bag,3,1
rucksack shoulder bag,0,2,0.0000,46.0,rucksack shoulder bag,3,1
rucksack tote,0,5,0.0000,12.0,rucksack tote,3,1
rucksack tote bag,0,1,0.0000,36.0,rucksack tote bag,3,1
rucksack travel bag,0,1,0.0000,98.0,rucksack travel bag,3,1
rucksack with laptop sleeve,0,3,0.0000,62.0,rucksack laptop sleeve,3,1
sack bags,0,1,0.0000,70.0,sack bags,3,1
sandwich clothes,0,2,0.0000,120.0,sandwich clothes,3,1
screen stylus pen,0,1,0.0000,99.0,screen stylus pen,3,1
sheet of stickers,0,3,0.0000,82.0,sheet stickers,3,1
sheet sticker,0,1,0.0000,37.0,sheet sticker,3,1
sheet stickers,0,77,0.0000,76.0,sheet stickers,3,1
shoo bottles,0,1,0.0000,10.0,shoo bottles,3,1
shop and bag,0,1,0.0000,99.0,shop bag,3,1
shop backpack,0,1,0.0000,94.0,shop backpack,3,1
shop backpacks,0,1,0.0000,82.0,shop backpacks,3,1
shop bag,0,8,0.0000,25.0,shop bag,3,1
shop book bags,0,6,0.0000,40.0,shop book bags,3,1
shop bottles,0,2,0.0000,57.0,shop bottles,3,1
shop for backpacks,0,4,0.0000,66.0,shop backpacks,3,1
shop for bags,0,136,0.0000,43.0,shop bags,3,1
shop glasses,0,1,0.0000,54.0,shop glasses,3,1
shop laptop bags,0,1,0.0000,96.0,shop laptop bags,3,1
shop nest thermostat,0,11,0.0000,68.0,shop nest thermostat,3,1
shop of bags,0,2,0.0000,99.0,shop bags,3,1
shop truck decals,0,1,0.0000,46.0,shop truck decals,3,1
shop water bottles,0,24,0.0000,15.0,shop water bottles,3,0
shop window decal,0,4,0.0000,40.0,shop window decal,3,1
shop window decals,0,35,0.0000,57.0,shop window decals,3,1
shop window sticker,0,1,0.0000,43.0,shop window sticker,3,1
shop window stickers,0,58,0.0000,48.0,shop window stickers,3,1
shopee bag,0,1,0.0000,92.0,shop bag,3,1
shopping backpack,0,1,0.0000,32.0,shop backpack,3,1
shopping backpack bags,0,4,0.0000,2.3,shop backpack bags,3,1
shopping bag backpack,0,26,0.0000,8.3,shop bag backpack,3,1
shopping bag canvas,0,1,0.0000,78.0,shop bag canvas,3,1
shopping bag pack,0,5,0.0000,41.0,shop bag pack,3,1
shopping bag red,0,1,0.0000,170.0,shop bag red,3,1
shopping bag stickers,0,2,0.0000,120.0,shop bag stickers,3,1
shopping bags,0,1,0.0000,1.0,shop bags,3,1
shopping bags logo,0,2,0.0000,86.0,shop bags logo,3,1
shopping cart sticker,0,4,0.0000,10.0,shop cart sticker,3,1
shopping for backpacks,0,1,0.0000,82.0,shop backpacks,3,1
shopping for bags,0,7,0.0000,36.0,shop bags,3,1
shops bags,0,1,0.0000,110.0,shop bags,3,1
shoulder backpack in stock,0,7,0.0000,30.0,shoulder backpack stock,3,1
shoulder bag rucksack,0,16,0.0000,65.0,shoulder bag rucksack,3,1
shoulder bag to backpack,0,1,0.0000,96.0,shoulder bag backpack,3,1
shoulder book bag,0,3,0.0000,72.0,shoulder book bag,3,1
shoulder strap book bag,0,3,0.0000,56.0,shoulder strap book bag,3,1
show chrome accessories,0,2,0.0000,63.0,show chrome accessories,3,1
show me what you got sticker,0,1,0.0000,36.0,show got sticker,3,1
side windshield decal,0,14,0.0000,92.0,side windshield decal,3,1
sign pen brands,0,1,0.0000,77.0,sign pen brands,3,1
silver gel pen,0,1,0.0000,6.0,silver gel pen,3,1
simple canvas backpack in stock,0,12,0.0000,26.0,simple canvas backpack stock,3,1
simple cardboard sculpture,0,3,0.0000,38.0,simple cardboard sculpture,3,1
sleeping clothes,0,1,0.0000,5.0,sleeping clothes,3,1
sleeve laptop,0,3,0.0000,73.0,sleeve laptop,3,1
small android laptop,0,2,0.0000,86.0,small android laptop,3,1
small back bags,0,1,0.0000,99.0,small back bags,3,1
small backpack with laptop sleeve,0,1,0.0000,63.0,small backpack laptop sleeve,3,1
small backpack with string straps,0,1,0.0000,90.0,small backpack string straps,3,1
small black canvas backpack,0,3,0.0000,97.0,small black canvas backpack,3,1
small book bag,0,10,0.0000,59.0,small book bag,3,1
small book bag purse,0,1,0.0000,97.0,small book bag purse,3,1
small canvas backpack,0,26,0.0000,80.0,small canvas backpack,3,1
small canvas backpacks,0,2,0.0000,81.0,small canvas backpacks,3,1
small canvas bags,0,70,0.0000,93.0,small canvas bags,3,1
small canvas daypack,0,6,0.0000,57.0,small canvas,3,1
small canvas drawstring bags,0,1,0.0000,99.0,small canvas drawstring bags,3,1
small canvas rucksack,0,5,0.0000,53.0,small canvas rucksack,3,1
small canvas totes,0,3,0.0000,93.0,small canvas totes,3,1
small canvas travel bag,0,1,0.0000,84.0,small canvas travel bag,3,1
small carry on tote,0,1,0.0000,99.0,small carry tote,3,1
small computer bag,0,1,0.0000,71.0,small computer bag,3,1
small computer bags,0,1,0.0000,87.0,small computer bags,3,1
small computer stickers,0,2,0.0000,16.0,small computer stickers,3,1
small decals for phones,0,3,0.0000,15.0,small decals phones,3,1
small dot stickers,0,4,0.0000,67.0,small dot stickers,3,1
small drawstring mesh bags,0,3,0.0000,170.0,small drawstring mesh bags,3,1
small emoji stickers,0,1,0.0000,57.0,small emotion stickers,3,1
small fabric pouches,0,1,0.0000,86.0,small fabric pouches,3,1
small flat backpack,0,3,0.0000,13.0,small flat backpack,3,1
small flat merchandise bags,0,2,0.0000,72.0,small flat merchandise bags,3,1
small gift bags,0,3,0.0000,7.0,small gift bags,3,1
small gym tote,0,3,0.0000,200.0,small gym tote,3,1
small gym tote bag,0,6,0.0000,100.0,small gym tote bag,3,1
small gym tote bags,0,5,0.0000,99.0,small gym tote bags,3,1
small hardcover notebook,0,6,0.0000,35.0,small hardcover notebook,3,1
small hardcover notebooks,0,1,0.0000,22.0,small hardcover notebooks,3,1
small herschel backpack,0,1,0.0000,98.0,small herschel backpack,3,1
small item bags,0,1,0.0000,71.0,small item bags,3,1
small items bag,0,5,0.0000,72.0,small items bag,3,1
small items bags,0,7,0.0000,88.0,small items bags,3,1
small journal notebooks,0,3,0.0000,17.0,small journal notebooks,3,1
small laptop bag,0,5,0.0000,81.0,small laptop bag,3,1
small laptop bags,0,8,0.0000,92.0,small laptop bags,3,1
small laptop rucksack,0,6,0.0000,58.0,small laptop rucksack,3,1
small laptop sleeve,0,2,0.0000,99.0,small laptop sleeve,3,1
small laptop stickers,0,23,0.0000,31.0,small laptop stickers,3,1
small leather notebook,0,3,0.0000,95.0,small leather notebook,3,1
small leather notebooks,0,1,0.0000,80.0,small leather notebooks,3,1
small leather notepad,0,8,0.0000,72.0,small leather notepad,3,1
small lined notebook,0,1,0.0000,77.0,small lined notebook,3,1
small merchandise bags,0,56,0.0000,53.0,small merchandise bags,3,1
small mesh backpack,0,12,0.0000,73.0,small mesh backpack,3,1
small mesh backpacks,0,2,0.0000,82.0,small mesh backpacks,3,1
small mesh bag,0,4,0.0000,90.0,small mesh bag,3,1
small mesh bags,0,14,0.0000,85.0,small mesh bags,3,1
small mesh beach bag,0,1,0.0000,360.0,small mesh beach bag,3,1
small mesh gift bags,0,8,0.0000,87.0,small mesh gift bags,3,1
small mesh pouch,0,4,0.0000,77.0,small mesh pouch,3,1
small notebook bag,0,1,0.0000,84.0,small notebook bag,3,1
small notebook with pen,0,1,0.0000,94.0,small notebook pen,3,1
small paper notebook,0,1,0.0000,50.0,small paper notebook,3,1
small paper notebooks,0,16,0.0000,58.0,small paper notebooks,3,1
small phone stickers,0,5,0.0000,23.0,small phone stickers,3,1
small price stickers,0,2,0.0000,80.0,small price stickers,3,1
small roll top backpack,0,7,0.0000,30.0,small roll top backpack,3,1
small sack bags,0,2,0.0000,40.0,small sack bags,3,1
small sheet,0,1,0.0000,55.0,small sheet,3,1
small sports bags low,0,29,0.0000,80.0,small sports bags low,3,1
small sticker,0,2,0.0000,68.0,small sticker,3,1
small sticker sheet,0,1,0.0000,15.0,small sticker sheet,3,1
small stickers,0,145,0.0000,64.0,small stickers,3,1
small stickers for laptop,0,1,0.0000,39.0,small stickers laptop,3,1
small stickers for laptops,0,5,0.0000,42.0,small stickers laptops,3,1
small stickers for phones,0,10,0.0000,14.0,small stickers phones,3,1
small string backpack,0,4,0.0000,89.0,small string backpack,3,1
small timbuk2 backpack,0,3,0.0000,64.0,small timbuktu backpack,3,1
small timbuk2 bag,0,28,0.0000,72.0,small timbuktu bag,3,1
small timbuk2 messenger bag,0,1,0.0000,90.0,small timbuktu messenger bag,3,1
small tote,0,30,0.0000,88.0,small tote,3,1
small utility bags,0,1,0.0000,89.0,small utility bags,3,1
small vinyl stickers,0,5,0.0000,92.0,small vinyl stickers,3,1
small white notebook,0,2,0.0000,1.0,small white notebook,3,1
small window clings,0,2,0.0000,82.0,small window clings,3,1
small window decals,0,12,0.0000,85.0,small window decals,3,1
small window stickers,0,2,0.0000,59.0,small window stickers,3,1
smart clothes,0,2,0.0000,8.5,smart clothes,3,1
smoke alarm nest,0,4,0.0000,62.0,smoke alarm nest,3,1
snap back cap,0,3,0.0000,75.0,snap back cap,3,1
snapback hats cheap,0,18,0.0000,92.0,snapback hats cheap,3,1
socks size,0,2,0.0000,150.0,socks size,3,1
soft touch pen,0,6,0.0000,40.0,soft touch pen,3,1
soft touch pen with stylus,0,3,0.0000,86.0,soft touch pen stylus,3,1
soft touch pens,0,6,0.0000,81.0,soft touch pens,3,1
souvenir tote bags,0,1,0.0000,9.0,souvenir tote bags,3,1
souvenir wine bottles,0,1,0.0000,2.0,souvenir wine bottles,3,0
space laptop stickers,0,1,0.0000,60.0,space laptop stickers,3,1
sport bag brand,0,1,0.0000,96.0,sport bag brand,3,1
sport bags canada,0,1,0.0000,180.0,sport bags canada,3,1
sport book bags,0,2,0.0000,72.0,sport book bags,3,1
sport brand bags,0,1,0.0000,190.0,sport brand bags,3,1
sports bags for young,0,1,0.0000,99.0,sports bags young,3,1
sports bags ladies low,0,4,0.0000,92.0,sports bags ladies low,3,1
sports gift bags,0,2,0.0000,100.0,sports gift bags,3,1
sports goodie bags,0,3,0.0000,90.0,sports goodie bags,3,1
sports laptop bag,0,2,0.0000,58.0,sports laptop bag,3,1
spring window decals,0,2,0.0000,81.0,spring window decals,3,1
stainless steel nest,0,1,0.0000,9.0,stainless steel nest,3,1
